stasjonsID;stasjonsnavn;lengdegrad;breddegrad;temperatur_degC;temperaturnormal_degC;temperaturavvik_degC;nedbor_mm;nedbornormal_mm;nedbor_prosent_av_normal
SN25112;Hollekolten;8.51750;60.87050;11.2;11.3;-0.1;;;
SN25115;Hemsedal Skis;8.49680;60.83970;7.3;7.8;-0.5;;;
SN25320;Ål;8.56090;60.63910;;;;65.5;81.0;80.9
SN25630;Geilo;8.19510;60.52990;10.6;11.1;-0.5;79.7;82.0;97.2
SN25830;Finse;7.52700;60.59380;7.6;8.3;-0.7;110.3;111.0;99.4
SN26060;Skotselv;9.89480;59.83870;15.7;16.0;-0.3;;;
SN2650;Aurskog;11.58020;59.91180;14.5;14.9;-0.4;78.6;86.0;91.4
SN26500;Geithus ;9.97280;59.92020;16.9;15.4;1.5;;;
SN26580;Bangeløkka;10.21420;59.73104;16.8;16.9;-0.1;72.9;;
SN26590;Drammen Sletta;10.23120;59.74450;17.4;17.1;0.3;73.0;;
SN26594;Danvik ;10.19730;59.73270;;;;77.1;108.0;71.4
SN26630;Vestfossen ;9.87280;59.73230;15.9;16.1;-0.2;68.3;;
SN26670;Hakavik;9.95340;59.62515;;;;79.4;106.0;74.9
SN26780;Olleveien;10.05820;59.76550;17.2;16.3;0.9;;;
SN26790;Orkidéhøgda ;10.02750;59.74980;16.7;16.6;0.1;47.8;69.0;69.3
SN26802;Åsen;10.02580;59.73280;14.7;;;62.1;90.0;69.0
SN26820;Hokksund;9.89220;59.76130;16.2;16.1;0.1;75.6;81.0;93.3
SN26840;Langeløkka ;10.01230;59.76580;15.6;15.5;0.1;38.9;75.0;51.9
SN26852;Bragernes skole ;10.22580;59.74870;;;;76.6;93.0;82.4
SN26864;Drammen sykehus ;10.19500;59.74970;;;;74.1;89.0;83.3
SN26872;Øren skole ;10.17050;59.75230;;;;68.2;90.0;75.8
SN26898;Åssiden ;10.13820;59.75380;;;;63.6;90.0;70.7
SN26900;Berskog;10.12062;59.75383;16.5;16.4;0.1;57.4;89.0;64.5
SN26934;Solumstrand ;10.26880;59.71120;;;;81.0;93.0;87.1
SN26950;Svelvik - Knem;10.40470;59.60270;16.2;16.5;-0.3;61.4;101.0;60.8
SN26990;Galleberg;10.21504;59.61933;16.0;16.0;0.0;63.4;102.0;62.2
SN26996;Lauvkollmyr;10.10400;59.64690;12.3;12.6;-0.3;86.9;;
SN27010;Konnerud ;10.14600;59.71300;14.9;14.8;0.1;86.6;112.0;77.3
SN27015;Jarlsbergveien ;10.14580;59.71920;;;;81.2;84.0;96.7
SN27120;Nykirke;10.38470;59.42830;15.5;15.6;-0.1;65.1;117.0;55.6
SN27160;Horten;10.46470;59.41980;16.4;16.3;0.1;85.9;118.0;72.8
SN27270;Tønsberg (Kilen);10.43120;59.27820;16.6;16.8;-0.2;68.9;93.0;74.1
SN27301;Ramnes;10.25010;59.35620;;;;65.6;104.0;63.1
SN27315;Ramnes (Kile) ;10.23970;59.38080;15.7;15.7;0.0;61.6;109.0;56.5
SN27330;Taranrød;10.29830;59.29380;15.8;15.7;0.1;87.1;108.0;80.6
SN27400;Føynland;10.45604;59.23662;16.7;16.7;0.0;69.9;99.0;70.6
SN27403;Knarrberg;10.45442;59.20840;16.4;16.6;-0.2;79.8;99.0;80.6
SN27406;Torød;10.42380;59.16900;16.5;16.7;-0.2;69.9;90.0;77.7
SN27420;Tjøme;10.39800;59.12050;16.5;16.6;-0.1;77.0;83.0;92.8
SN27433;Tenvik;10.36550;59.17450;16.5;16.7;-0.2;40.9;106.0;38.6
SN27435;Vestskogen;10.40230;59.24170;16.3;16.3;0.0;64.6;124.0;52.1
SN27450;Melsom;10.34575;59.22974;16.1;16.1;0.0;74.3;108.0;68.8
SN27460;Borgheim;10.41030;59.21730;15.7;16.2;-0.5;79.4;111.0;71.5
SN27470;Torp;10.25530;59.18450;16.0;15.9;0.1;;;
SN27500;Færder fyr;10.52420;59.02720;17.2;17.5;-0.3;;;
SN27564;Mosserød;10.20250;59.15050;;;;96.2;124.0;77.6
SN27590;Sandefjord ;10.21950;59.12900;;;;84.0;88.0;95.5
SN27600;Sandefjord;10.21470;59.13200;;;;92.7;117.0;79.2
SN27770;Stokke;10.20220;59.27520;;;;85.0;112.0;75.9
SN27780;Tjølling;10.12506;59.04575;16.1;16.3;-0.2;82.0;117.0;70.1
SN27800;Hedrum;9.96420;59.19640;15.7;;;66.2;116.0;57.1
SN28380;Kongsberg;9.63770;59.62470;15.5;15.2;0.3;73.1;96.0;76.1
SN28922;Veggli;9.14680;60.04350;14.4;14.2;0.2;63.1;95.0;66.4
SN29350;Uvdal kraftverk;8.70570;60.25500;13.1;11.8;1.3;;;
SN29400;Sandhaug;7.48050;60.18330;7.3;8.1;-0.8;27.6;;
SN29600;Tunhovd;8.75110;60.46290;;;;83.1;83.0;100.1
SN29720;Dagali LH;8.52630;60.41880;9.8;10.4;-0.6;;;
SN29950;Svenner fyr;10.14800;58.96880;16.8;17.1;-0.3;;;
SN30000;Larvik;10.06670;59.05720;;;;89.3;104.0;85.9
SN30248;Brevik;9.70130;59.05370;;;;99.9;95.0;105.2
SN30255;Porsgrunn (Ås);9.66030;59.08720;16.1;16.0;0.1;95.3;111.0;85.9
SN30261;Porsgrunn;9.63850;59.13530;;;;83.0;110.0;75.5
SN30270;Kjølnes;9.66630;59.14050;;;;77.4;97.0;79.8
SN30320;Skien (Elstrøm);9.58950;59.19920;;;;71.5;96.0;74.5
SN30330;Gjerpen ;9.57720;59.22680;16.1;15.8;0.3;87.4;102.0;85.7
SN30380;Skien (Godal);9.53126;59.45482;;;;81.2;129.0;62.9
SN30530;Notodden;9.26430;59.56880;;;;71.6;86.0;83.3
SN30650;Notodden lh;9.21110;59.56660;16.2;15.5;0.7;;;
SN30810;Tinnosdammen;9.02453;59.72378;14.9;;;80.4;105.0;76.6
SN30860;Bergeligrend;9.05800;59.88610;12.4;;;58.6;94.0;62.3
SN30875;Busnesgrend;8.98651;59.81048;15.1;;;90.6;79.0;114.7
SN31080;Tessungdalen;8.70111;60.12843;;;;77.6;105.0;73.9
SN31210;Synken ;8.26670;60.10000;8.8;;;73.3;82.0;89.4
SN31250;Strengen;8.37550;59.99580;9.2;;;64.1;76.0;84.3
SN31400;Fyriegg;8.69780;59.86550;10.3;10.5;-0.2;;;
SN31410;Rjukan;8.66630;59.88000;;;;78.0;101.0;77.2
SN31500;Frøystul;8.34770;59.82470;10.9;;;77.5;82.0;94.5
SN31520;Groset;8.31422;59.83566;10.4;;;70.5;77.0;91.6
SN31620;Møsstrand;8.17850;59.83970;10.1;10.2;-0.1;61.3;92.0;66.6
SN31660;Mogen;7.91300;60.01800;9.9;;;80.2;94.0;85.3
SN31850;Hjartdal;8.71246;59.60472;;;;60.0;105.0;57.1
SN3190;Sarpsborg;11.11280;59.28509;16.7;16.5;0.2;94.6;89.0;106.3
SN31900;Tuddal;8.80833;59.74648;;;;58.6;108.0;54.3
SN31970;Gaustatoppen;8.65620;59.84970;4.3;4.6;-0.3;;;
SN3200;Baterød;11.13380;59.30720;;;;44.4;91.0;48.8
SN32060;Gvarv;9.21280;59.38220;15.8;15.6;0.2;79.7;103.0;77.4
SN32061;Gvarv (Bioforsk);9.21180;59.38220;16.0;15.2;0.8;70.0;;
SN32220;Lifjell ;8.98370;59.50220;9.5;9.6;-0.1;168.7;255.0;66.2
SN32240;Bø;9.02870;59.41750;15.3;15.0;0.3;60.5;118.0;51.3
SN32780;Solum (Høydal);9.26680;59.14440;;;;77.1;108.0;71.4
SN3280;Rakkestad;11.39268;59.46127;;;;71.6;91.0;78.7
SN32890;Høydalsmo;8.19990;59.49652;12.2;12.2;0.0;77.0;107.0;72.0
SN3290;Rakkestad;11.39050;59.38820;15.1;14.9;0.2;82.0;102.0;80.4
SN33300;Honnegrasnuten;7.81730;59.76750;7.2;7.5;-0.3;;;
SN3370;Øsaker;11.04217;59.31933;16.0;16.0;0.0;67.1;98.0;68.5
SN33890;Vågsli;7.36535;59.76637;12.3;10.7;1.6;75.8;94.0;80.6
SN33950;Haukeliseter;7.21430;59.81180;9.4;9.9;-0.5;90.1;110.0;81.9
SN34130;Jomfruland;9.57450;58.85650;16.7;17.0;-0.3;87.7;;
SN34580;Drangedal;9.06870;59.07670;;;;68.2;114.0;59.8
SN34900;Drangedal;8.76870;59.26470;;;;100.9;138.0;73.1
SN35090;Eikeland;9.09800;58.80370;;;;100.7;136.0;74.0
SN35210;Gjerstad;9.02630;58.87000;16.0;15.6;0.4;80.1;116.0;69.1
SN35340;Risør;9.21104;58.71840;;;;111.2;117.0;95.0
SN35860;Lyngør fyr;9.14780;58.63620;16.6;16.8;-0.2;;;
SN36110;Arendal brannst;8.72280;58.46130;;;;87.6;112.0;78.2
SN36200;Torungen fyr;8.78930;58.39880;16.5;16.6;-0.1;79.5;89.0;89.3
SN36330;Arendal lh;8.70280;58.51580;15.6;15.6;0.0;;;
SN36490;Bøylefoss;8.71700;58.59670;;;;78.2;129.0;60.6
SN36560;Nelaug;8.63384;58.65541;15.8;15.7;0.1;73.3;134.0;54.7
SN3720;Kykkelsrud ;11.09620;59.58730;15.6;;;74.7;84.0;88.9
SN37230;Tveitsund;8.51859;59.02556;15.1;14.7;0.4;75.3;110.0;68.5
SN37500;Foldsæ;8.15170;59.32420;;;;67.7;104.0;65.1
SN37570;Borsæ;7.82762;59.37927;;;;86.3;123.0;70.2
SN3780;Hobøl;11.04680;59.63600;;;;82.4;102.0;80.8
SN3810;Askim;11.16620;59.58720;16.3;;;74.0;91.0;81.3
SN38140;Landvik;8.52250;58.34000;16.2;16.1;0.1;80.5;126.0;63.9
SN38380;Dovland;8.03920;58.52340;;;;71.3;135.0;52.8
SN38600;Mykland;8.28721;58.63221;;;;67.5;114.0;59.2
SN38730;Hynnekleiv;8.41670;58.60070;14.7;14.5;0.2;59.4;109.0;54.5
SN38800;Tovdal;8.22950;58.79380;;;;65.7;130.0;50.5
SN39030;Hånes ;8.09150;58.18130;;;;65.8;123.0;53.5
SN39040;Kjevik;8.07670;58.20000;16.0;15.9;0.1;62.9;121.0;52.0
SN39100;Oksøy fyr;8.05320;58.07320;16.1;16.2;-0.1;;;
SN39150;Sømskleiva;8.05200;58.15020;16.3;;;80.7;127.0;63.5
SN39165;Brannstasjonen ;7.99930;58.15550;;;;73.9;108.0;68.4
SN39750;Byglandsfjord;7.80310;58.68627;15.4;15.2;0.2;67.1;111.0;60.5
SN40250;Valle;7.52734;59.19712;13.6;13.5;0.1;56.3;117.0;48.1
SN4040;Enebakk;11.15350;59.75000;;;;99.9;97.0;103.0
SN40420;Bykle;7.34396;59.35058;11.9;;;56.6;99.0;57.2
SN40510;Blåsjø;6.88170;59.33350;8.3;8.7;-0.4;;;
SN40880;Hovden;7.38965;59.57659;9.5;10.3;-0.8;53.5;86.0;62.2
SN4090;Vallerudåsen ;10.94250;59.91400;;;;84.5;103.0;82.0
SN41090;Mandal;7.45170;58.02470;15.6;16.0;-0.4;44.8;100.0;44.8
SN4110;Haneborg ;10.97620;59.94600;;;;71.4;102.0;70.0
SN41175;Kleiven;7.43880;58.27720;13.4;14.0;-0.6;66.1;157.0;42.1
SN41480;Åseral - Kyrkjebygda;7.41280;58.61720;14.2;14.0;0.2;58.9;154.0;38.2
SN41550;Ljosland;7.35010;58.78780;;;;59.2;142.0;41.7
SN41770;Lindesnes fyr;7.04800;57.98150;15.4;16.2;-0.8;48.5;101.0;48.0
SN41825;Lyngdal;7.04520;58.13400;14.9;15.6;-0.7;72.0;;
SN4200;Kjeller;11.03830;59.97080;15.4;15.9;-0.5;;;
SN42160;Lista fyr;6.56750;58.10900;15.2;15.9;-0.7;52.4;106.0;49.4
SN42520;Fjotland;6.94430;58.65770;;;;76.0;168.0;45.2
SN4260;Skjetten;10.97770;59.97750;15.5;15.1;0.4;76.4;102.0;74.9
SN42650;Flekkefjord;6.64980;58.28399;;;;87.4;185.0;47.2
SN42720;Bakke;6.65700;58.41170;;;;99.9;176.0;56.8
SN42810;Tonstad − Nettfed;6.70900;58.66420;;;;121.9;162.0;75.2
SN42940;Sinnes;6.90970;58.92300;11.5;12.2;-0.7;85.2;139.0;61.3
SN43010;Eik - Hove;6.50460;58.50720;13.9;14.6;-0.7;100.6;191.0;52.7
SN43090;Jøssingfjord;6.35820;58.32500;;;;78.4;173.0;45.3
SN43350;Eigerøya;5.87183;58.43517;14.6;15.4;-0.8;;;
SN43810;Maudal;6.36750;58.76447;12.8;;;173.0;235.0;73.6
SN44080;Obrestad fyr;5.55456;58.65850;14.4;15.1;-0.7;69.3;127.0;54.6
SN44190;Time;5.72620;58.73450;14.5;;;78.4;143.0;54.8
SN44300;Særheim;5.65080;58.76050;14.1;15.1;-1.0;108.8;146.0;74.5
SN44480;Søyland Gjesdal;5.98170;58.68550;;;;125.9;223.0;56.5
SN44520;Gjesdal;6.01350;58.75500;;;;130.7;214.0;61.1
SN44560;Sola;5.63700;58.88430;14.8;15.7;-0.9;69.2;127.0;54.5
SN4460;Hakadal;10.82900;60.11730;14.5;14.8;-0.3;79.6;124.0;64.2
SN44610;Kvitsøy;5.41220;59.07050;14.5;15.5;-1.0;;;
SN44640;Våland;5.72780;58.95630;14.5;15.5;-1.0;75.0;142.0;52.8
SN44730;Sandnes − Rovik;5.75920;58.86620;14.8;;;86.0;126.0;68.3
SN44760;Ims;5.96435;58.90517;;;;79.8;160.0;49.9
SN44800;Sviland;5.91623;58.81675;;;;111.0;191.0;58.1
SN45350;Lysebotn;6.64670;59.05512;14.9;15.7;-0.8;89.6;164.0;54.6
SN45530;Liarvatn;6.12120;59.05120;12.7;13.8;-1.1;146.6;230.0;63.7
SN45770;Hjelmeland;6.14980;59.23000;14.3;14.4;-0.1;91.6;167.0;54.9
SN45870;Fister;6.03650;59.16000;14.8;15.7;-0.9;94.3;142.0;66.4
SN46150;Sand i Ryfylke;6.27061;59.48127;14.0;;;238.1;203.0;117.3
SN46220;Gullingen;6.46970;59.41280;10.8;12.0;-1.2;179.7;;
SN46300;Suldalsvatn;6.80900;59.58870;;;;132.5;146.0;90.8
SN46430;Røldalsfjellet;6.73300;59.83150;8.9;9.4;-0.5;261.2;182.0;143.5
SN46432;Elvershei;6.71080;59.83570;6.1;6.5;-0.4;;;
SN46460;Røldal kraftverk;6.81800;59.82220;11.6;;;132.9;140.0;94.9
SN46610;Sauda;6.34990;59.64790;14.4;15.1;-0.7;129.8;174.0;74.6
SN46850;Vikedal;5.99480;59.55530;;;;215.5;262.0;82.3
SN46930;Vats i Vindafjord;5.72088;59.49260;13.9;14.8;-0.9;127.5;194.0;65.7
SN47240;Karmøy;5.26230;59.26950;;;;131.2;157.0;83.6
SN47260;Haugesund LH;5.21150;59.34450;14.4;15.2;-0.8;;;
SN47270;Karmøy - Hydro;5.31195;59.31168;;;;93.7;157.0;59.7
SN47300;Utsira;4.87230;59.30650;14.1;15.1;-1.0;94.7;115.0;82.3
SN47350;Røvær;5.07800;59.43820;14.1;15.2;-1.1;;;
SN4740;Ukkestad;11.05100;60.17420;;;;63.2;105.0;60.2
SN47450;Straumøy;5.43350;59.65320;;;;119.1;155.0;76.8
SN47498;Etne ;5.95380;59.66250;14.3;15.1;-0.8;99.1;169.0;58.6
SN47600;Litledal;6.06306;59.66332;13.5;;;130.2;202.0;64.5
SN47610;Basura;6.08730;59.63570;10.9;;;148.4;262.0;56.6
SN4780;Gardermoen;11.08020;60.20650;15.2;15.1;0.1;81.5;101.0;80.7
SN47820;Eikemo;6.27851;59.85933;;;;261.5;207.0;126.3
SN47890;Opstveit;6.01700;59.85780;13.7;;;229.3;243.0;94.4
SN48120;Stord LH;5.34070;59.79330;14.0;15.1;-1.1;;;
SN48330;Slåtterøy fyr;5.06680;59.90700;14.0;15.3;-1.3;;;
SN48450;Husnes;5.76946;59.86412;;;;216.0;188.0;114.9
SN48500;Rosendal;6.02637;59.99133;;;;158.8;175.0;90.7
SN49080;Øvre Krossdalen;6.38664;60.28029;12.1;;;200.1;152.0;131.6
SN49085;Folgefonna;6.43470;60.22630;6.7;7.3;-0.6;;;
SN49087;Folgefonna topp;6.40585;60.22353;6.0;6.8;-0.8;;;
SN4920;Årnes;11.39330;60.12680;14.9;14.9;0.0;111.9;90.0;124.3
SN49220;Odda - Jordal;6.53950;60.04470;13.3;14.0;-0.7;112.6;;
SN49245;Skare;6.58870;59.93330;12.2;13.3;-1.1;192.2;;
SN49351;Tyssedal;6.55470;60.11880;;;;83.1;105.0;79.1
SN49490;Ullensvang;6.65380;60.31850;14.0;15.0;-1.0;115.3;91.0;126.7
SN49631;Eidfjord;7.06597;60.46473;14.0;;;76.2;81.0;94.1
SN49800;Fet i Eidfjord;7.28035;60.40807;10.1;11.1;-1.0;100.6;72.0;139.7
SN49910;Hjeltnes;6.92844;60.56173;13.7;15.1;-1.4;155.8;;
SN50070;Kvamsøy;6.28050;60.36320;14.0;15.5;-1.5;191.1;145.0;131.8
SN50120;Skulafossen;6.03920;60.27470;;;;259.6;207.0;125.4
SN50150;Hatlestrand;5.90320;60.04500;;;;176.5;181.0;97.5
SN50175;Austevoll;5.20380;60.01670;13.7;14.9;-1.2;125.2;150.0;83.5
SN50310;Kvamskogen;5.96366;60.38892;11.2;12.3;-1.1;239.0;221.0;108.1
SN50351;Samnanger;5.89420;60.46290;;;;373.8;247.0;151.3
SN50450;Fana;5.33050;60.27280;;;;196.6;198.0;99.3
SN50480;Sandsli;5.27770;60.29130;14.1;;;203.2;189.0;107.5
SN50500;Flesland;5.22650;60.28920;12.9;14.5;-1.6;177.8;175.0;101.6
SN50503;Sædalen ;5.39670;60.35000;12.7;13.8;-1.1;275.8;213.0;129.5
SN50539;Bergen (UiB);5.33200;60.38370;14.2;15.4;-1.2;266.1;220.0;121.0
SN50540;Bergen;5.33270;60.38300;14.2;15.4;-1.2;243.6;208.0;117.1
SN50570;Skredderdalen;5.33580;60.40400;12.4;13.3;-0.9;249.2;252.0;98.9
SN50810;Åsane;5.34180;60.47420;13.3;14.5;-1.2;;;
SN50865;Gullfjellet;5.54200;60.38280;11.5;13.0;-1.5;355.1;345.0;102.9
SN51010;Fossmark;5.72430;60.52050;13.7;14.7;-1.0;236.7;210.0;112.7
SN51250;Øvstedal;5.96470;60.68870;;;;307.1;220.0;139.6
SN51440;Evanger;6.11050;60.64700;13.5;14.6;-1.1;162.0;143.0;113.3
SN51470;Bulken;6.22200;60.64550;12.1;13.5;-1.4;158.4;136.0;116.5
SN51530;Vossavangen;6.42650;60.62520;13.5;14.8;-1.3;98.7;100.0;98.7
SN51800;Mjølfjell;6.93733;60.70204;10.4;11.7;-1.3;161.3;149.0;108.3
SN51990;Vetlebotn;6.47330;60.86550;10.1;11.2;-1.1;325.8;215.0;151.5
SN52170;Eksingedal;6.14680;60.80280;;;;228.7;178.0;128.5
SN52310;Modalen;5.97580;60.85900;12.4;13.6;-1.2;214.4;185.0;115.9
SN52400;Eikanger;5.37420;60.62680;;;;222.4;200.0;111.2
SN52475;Sele i Øygarden ;4.89330;60.53130;;;;144.8;153.0;94.6
SN52535;Fedje;4.71500;60.75250;13.4;14.6;-1.2;;;
SN52750;Risnes;5.21080;60.84620;;;;281.8;213.0;132.3
SN52860;Takle;5.38130;61.02720;13.2;14.4;-1.2;260.2;190.0;136.9
SN52930;Verkland i Gulen;5.42500;60.95850;;;;423.8;256.0;165.5
SN52970;Sørebø;5.90630;61.06570;;;;190.4;148.0;128.6
SN52990;Ortnevik;6.13400;61.10950;;;;129.3;99.0;130.6
SN53070;Vik i Sogn;6.58130;61.07280;;;;96.1;77.0;124.8
SN53101;Vangsnes;6.64520;61.17240;13.5;15.1;-1.6;121.8;82.0;148.5
SN53130;Fresvik;6.93450;61.06880;;;;106.2;70.0;151.7
SN53160;Jordalen;6.72430;60.90040;;;;207.4;136.0;152.5
SN53480;Klevavatnet;7.20850;60.71920;8.7;9.6;-0.9;159.9;131.0;122.1
SN5350;Nord-Odal;11.55906;60.38820;15.1;15.4;-0.3;67.0;99.0;67.7
SN53530;Midtstova;7.27550;60.65630;7.7;8.4;-0.7;211.4;143.0;147.8
SN53700;Aurland;7.20100;60.90270;;;;85.4;66.0;129.4
SN54110;Lærdal;7.50250;61.10330;13.2;14.8;-1.6;;;
SN54320;Borgund;7.81792;61.05836;11.8;;;73.2;62.0;118.1
SN54420;Øljusjø;8.08609;61.00425;8.6;;;57.9;84.0;68.9
SN54600;Maristova;8.03686;61.10988;9.6;;;84.1;83.0;101.3
SN54710;Filefjell − Kyrkjestølane;8.11250;61.17800;8.6;9.5;-0.9;92.3;71.0;130.0
SN54780;Øvre Årdal;7.81771;61.31023;;;;106.9;74.0;144.5
SN55000;Luster − Ornes;7.31320;61.29941;14.0;15.5;-1.5;94.6;;
SN55290;Sognefjellhytta;7.99570;61.56480;5.9;6.8;-0.9;;;
SN55300;Skjolden;7.60600;61.49620;;;;97.4;81.0;120.2
SN55425;Spørteggbu;7.38920;61.59720;4.6;5.4;-0.8;;;
SN55430;Mjølversgrendi;7.27620;61.65950;11.9;13.1;-1.2;109.1;101.0;108.0
SN55550;Hafslo;7.18870;61.29250;;;;108.2;81.0;133.6
SN55670;Veitastrond;7.03400;61.47830;;;;163.7;113.0;144.9
