stasjonsID;stasjonsnavn;lengdegrad;breddegrad;temperatur_degC;temperaturnormal_degC;temperaturavvik_degC;nedbor_mm;nedbornormal_mm;nedbor_prosent_av_normal
SN26780;Olleveien;10.05820;59.76550;13.5;11.6;1.9;;;
SN26790;Orkidéhøgda ;10.02750;59.74980;13.6;12.2;1.4;;;
SN26820;Hokksund;9.89220;59.76130;13.1;11.8;1.3;41.0;70.0;58.6
SN26840;Langeløkka ;10.01230;59.76580;12.6;11.2;1.4;;;
SN26852;Bragernes skole ;10.22580;59.74870;;;;41.5;76.0;54.6
SN26864;Drammen sykehus ;10.19500;59.74970;;;;36.2;77.0;47.0
SN26872;Øren skole ;10.17050;59.75230;;;;36.1;74.0;48.8
SN26898;Åssiden ;10.13820;59.75380;;;;34.3;76.0;45.1
SN26900;Berskog;10.12062;59.75383;13.5;11.9;1.6;;;
SN26934;Solumstrand ;10.26880;59.71120;;;;43.6;84.0;51.9
SN26950;Svelvik - Knem;10.40470;59.60270;13.4;12.5;0.9;56.2;107.0;52.5
SN26990;Galleberg;10.21504;59.61933;13.0;11.6;1.4;48.7;91.0;53.5
SN26996;Lauvkollmyr;10.10400;59.64690;9.8;8.7;1.1;;;
SN27010;Konnerud ;10.14600;59.71300;12.1;10.5;1.6;39.8;98.0;40.6
SN27015;Jarlsbergveien ;10.14580;59.71920;;;;35.6;65.0;54.8
SN27120;Nykirke;10.38470;59.42830;12.9;11.6;1.3;47.8;105.0;45.5
SN27160;Horten;10.46470;59.41980;13.5;12.2;1.3;59.2;113.0;52.4
SN27270;Tønsberg (Kilen);10.43120;59.27820;13.9;12.6;1.3;50.9;86.0;59.2
SN27301;Ramnes;10.25010;59.35620;;;;49.4;108.0;45.7
SN27315;Ramnes (Kile) ;10.23970;59.38080;13.0;11.7;1.3;45.7;104.0;43.9
SN27330;Taranrød;10.29830;59.29380;12.9;11.7;1.2;;;
SN27400;Føynland;10.45604;59.23662;14.0;12.8;1.2;;;
SN27403;Knarrberg;10.45442;59.20840;14.0;12.8;1.2;99.2;100.0;99.2
SN27406;Torød;10.42380;59.16900;14.0;12.9;1.1;69.8;105.0;66.5
SN27420;Tjøme;10.39800;59.12050;13.9;12.8;1.1;69.7;104.0;67.0
SN27433;Tenvik;10.36550;59.17450;14.1;12.8;1.3;;;
SN27435;Vestskogen;10.40230;59.24170;13.6;12.4;1.2;59.8;124.0;48.2
SN27450;Melsom;10.34575;59.22974;13.4;12.1;1.3;60.3;114.0;52.9
SN27460;Borgheim;10.41030;59.21730;13.1;12.1;1.0;73.0;115.0;63.5
SN27470;Torp;10.25530;59.18450;13.4;11.8;1.6;;;
SN27500;Færder fyr;10.52420;59.02720;15.1;14.0;1.1;;;
SN27564;Mosserød;10.20250;59.15050;;;;75.0;79.0;94.9
SN27590;Sandefjord ;10.21950;59.12900;;;;68.6;96.0;71.5
SN27600;Sandefjord;10.21470;59.13200;;;;79.9;116.0;68.9
SN27770;Stokke;10.20220;59.27520;;;;53.2;116.0;45.9
SN27780;Tjølling;10.12506;59.04575;13.8;12.8;1.0;78.4;102.0;76.9
SN27800;Hedrum;9.96420;59.19640;13.2;;;57.7;115.0;50.2
SN28380;Kongsberg;9.63770;59.62470;12.3;10.8;1.5;31.4;85.0;36.9
SN28922;Veggli;9.14680;60.04350;11.2;10.2;1.0;25.0;78.0;32.1
SN29350;Uvdal kraftverk;8.70570;60.25500;10.3;7.7;2.6;;;
SN29400;Sandhaug;7.48050;60.18330;5.2;4.4;0.8;28.4;;
SN29600;Tunhovd;8.75110;60.46290;;;;33.6;56.0;60.0
SN29720;Dagali LH;8.52630;60.41880;7.4;6.5;0.9;;;
SN29950;Svenner fyr;10.14800;58.96880;14.9;13.7;1.2;;;
SN30000;Larvik;10.06670;59.05720;;;;93.2;105.0;88.8
SN30248;Brevik;9.70130;59.05370;;;;57.2;102.0;56.1
SN30249;Langangen ;9.80200;59.08750;;;;76.9;111.0;69.3
SN30255;Porsgrunn (Ås);9.66030;59.08720;13.5;12.2;1.3;50.8;104.0;48.8
SN30261;Porsgrunn;9.63850;59.13530;;;;44.6;108.0;41.3
SN30270;Kjølnes;9.66630;59.14050;;;;41.5;92.0;45.1
SN30320;Skien (Elstrøm);9.58950;59.19920;;;;41.5;83.0;50.0
SN30330;Gjerpen ;9.57720;59.22680;13.1;12.1;1.0;50.8;88.0;57.7
SN30530;Notodden;9.26430;59.56880;;;;31.0;81.0;38.3
SN30650;Notodden lh;9.21110;59.56660;12.8;11.2;1.6;;;
SN30860;Bergeligrend;9.05800;59.88610;9.3;;;35.3;85.0;41.5
SN30875;Busnesgrend;8.98651;59.81048;11.7;;;27.0;88.0;30.7
SN31080;Tessungdalen;8.70111;60.12843;;;;46.5;87.0;53.4
SN31400;Fyriegg;8.69780;59.86550;7.9;6.5;1.4;;;
SN31410;Rjukan;8.66630;59.88000;;;;41.0;89.0;46.1
SN31500;Frøystul;8.34770;59.82470;8.3;;;63.0;86.0;73.3
SN31520;Groset;8.31422;59.83566;7.8;;;53.0;76.0;69.7
SN31620;Møsstrand;8.17850;59.83970;7.7;6.5;1.2;55.1;81.0;68.0
SN31660;Mogen;7.91300;60.01800;7.7;;;70.5;78.0;90.4
SN31850;Hjartdal;8.71246;59.60472;;;;30.4;103.0;29.5
SN3190;Sarpsborg;11.11280;59.28509;13.8;12.2;1.6;128.5;85.0;151.2
SN31970;Gaustatoppen;8.65620;59.84970;2.4;1.2;1.2;;;
SN3200;Baterød;11.13380;59.30720;;;;60.6;87.0;69.7
SN32060;Gvarv;9.21280;59.38220;12.9;11.6;1.3;44.6;83.0;53.7
SN32061;Gvarv (Bioforsk);9.21180;59.38220;12.7;11.4;1.3;48.0;;
SN32220;Lifjell ;8.98370;59.50220;7.2;5.9;1.3;90.7;217.0;41.8
SN32240;Bø;9.02870;59.41750;12.3;11.0;1.3;45.1;88.0;51.3
SN32780;Solum (Høydal);9.26680;59.14440;;;;29.9;106.0;28.2
SN3280;Rakkestad;11.39268;59.46127;;;;79.4;84.0;94.5
SN32890;Høydalsmo;8.19990;59.49652;9.4;8.4;1.0;39.7;97.0;40.9
SN3290;Rakkestad;11.39050;59.38820;12.5;10.9;1.6;77.7;87.0;89.3
SN33300;Honnegrasnuten;7.81730;59.76750;4.8;3.8;1.0;;;
SN3370;Øsaker;11.04217;59.31933;13.4;11.8;1.6;83.4;105.0;79.4
SN33890;Vågsli;7.36535;59.76637;10.2;7.1;3.1;140.7;95.0;148.1
SN33950;Haukeliseter;7.21430;59.81180;7.3;6.4;0.9;169.1;142.0;119.1
SN34130;Jomfruland;9.57450;58.85650;14.7;13.6;1.1;59.9;;
SN34900;Drangedal;8.76870;59.26470;;;;47.4;129.0;36.7
SN35090;Eikeland;9.09800;58.80370;;;;60.1;127.0;47.3
SN35210;Gjerstad;9.02630;58.87000;13.1;11.7;1.4;47.4;117.0;40.5
SN35340;Risør;9.21104;58.71840;;;;68.2;119.0;57.3
SN35860;Lyngør fyr;9.14780;58.63620;14.5;13.5;1.0;;;
SN36110;Arendal brannst;8.72280;58.46130;;;;64.4;129.0;49.9
SN36200;Torungen fyr;8.78930;58.39880;14.6;13.5;1.1;55.9;88.0;63.5
SN36330;Arendal lh;8.70280;58.51580;13.0;11.9;1.1;;;
SN36490;Bøylefoss;8.71700;58.59670;;;;48.3;137.0;35.3
SN36560;Nelaug;8.63384;58.65541;13.3;11.6;1.7;39.6;136.0;29.1
SN37230;Tveitsund;8.51859;59.02556;12.5;11.0;1.5;30.1;99.0;30.4
SN37500;Foldsæ;8.15170;59.32420;;;;43.4;96.0;45.2
SN37570;Borsæ;7.82762;59.37927;;;;76.5;115.0;66.5
SN3780;Hobøl;11.04680;59.63600;;;;46.3;86.0;53.8
SN38140;Landvik;8.52250;58.34000;13.8;12.7;1.1;71.2;137.0;52.0
SN38380;Dovland;8.03920;58.52340;;;;71.5;148.0;48.3
SN38730;Hynnekleiv;8.41670;58.60070;12.1;10.8;1.3;45.8;123.0;37.2
SN38800;Tovdal;8.22950;58.79380;;;;56.0;135.0;41.5
SN39030;Hånes ;8.09150;58.18130;;;;77.1;118.0;65.3
SN39040;Kjevik;8.07670;58.20000;13.7;12.4;1.3;99.4;135.0;73.6
SN39100;Oksøy fyr;8.05320;58.07320;14.4;13.4;1.0;;;
SN39150;Sømskleiva;8.05200;58.15020;13.9;;;119.6;138.0;86.7
SN39165;Brannstasjonen ;7.99930;58.15550;;;;124.9;122.0;102.4
SN39201;Bråvann;7.93830;58.10950;;;;109.6;118.0;92.9
SN39750;Byglandsfjord;7.80310;58.68627;12.8;11.8;1.0;54.0;105.0;51.4
SN40250;Valle;7.52734;59.19712;10.7;10.0;0.7;108.9;108.0;100.8
SN4040;Enebakk;11.15350;59.75000;;;;59.2;88.0;67.3
SN40420;Bykle;7.34396;59.35058;9.2;;;110.4;94.0;117.4
SN40510;Blåsjø;6.88170;59.33350;6.0;5.5;0.5;;;
SN40880;Hovden;7.38965;59.57659;7.6;6.7;0.9;87.4;88.0;99.3
SN4090;Vallerudåsen ;10.94250;59.91400;;;;58.8;83.0;70.8
SN41090;Mandal;7.45170;58.02470;13.7;12.9;0.8;135.9;117.0;116.2
SN4110;Haneborg ;10.97620;59.94600;;;;50.7;83.0;61.1
SN41175;Kleiven;7.43880;58.27720;11.2;10.4;0.8;126.4;161.0;78.5
SN41480;Åseral - Kyrkjebygda;7.41280;58.61720;11.4;10.7;0.7;128.2;172.0;74.5
SN41550;Ljosland;7.35010;58.78780;;;;111.6;159.0;70.2
SN41770;Lindesnes fyr;7.04800;57.98150;14.4;13.6;0.8;96.5;119.0;81.1
SN41825;Lyngdal;7.04520;58.13400;13.0;12.2;0.8;195.0;;
SN4200;Kjeller;11.03830;59.97080;12.5;11.5;1.0;;;
SN42160;Lista fyr;6.56750;58.10900;14.1;13.3;0.8;82.8;116.0;71.4
SN42520;Fjotland;6.94430;58.65770;;;;245.9;184.0;133.6
SN4260;Skjetten;10.97770;59.97750;12.6;11.2;1.4;36.6;86.0;42.6
SN42650;Flekkefjord;6.64980;58.28399;;;;261.8;209.0;125.3
SN42720;Bakke;6.65700;58.41170;;;;212.8;194.0;109.7
SN42810;Tonstad − Nettfed;6.70900;58.66420;;;;228.9;173.0;132.3
SN42940;Sinnes;6.90970;58.92300;9.3;9.0;0.3;169.4;147.0;115.2
SN43010;Eik - Hove;6.50460;58.50720;11.8;11.5;0.3;305.6;220.0;138.9
SN43090;Jøssingfjord;6.35820;58.32500;;;;261.3;203.0;128.7
SN43350;Eigerøya;5.87183;58.43517;13.4;13.2;0.2;;;
SN43810;Maudal;6.36750;58.76447;10.8;;;401.1;268.0;149.7
SN44080;Obrestad fyr;5.55456;58.65850;13.4;12.9;0.5;170.6;130.0;131.2
SN44190;Time;5.72620;58.73450;12.4;;;198.9;146.0;136.2
SN44300;Særheim;5.65080;58.76050;12.5;12.4;0.1;237.9;150.0;158.6
SN44480;Søyland Gjesdal;5.98170;58.68550;;;;392.8;252.0;155.9
SN44520;Gjesdal;6.01350;58.75500;;;;331.6;233.0;142.3
SN44560;Sola;5.63700;58.88430;13.2;13.2;0.0;165.4;132.0;125.3
SN4460;Hakadal;10.82900;60.11730;11.4;10.3;1.1;54.1;106.0;51.0
